GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Idaho,27,        Textile mills and textile product mills,9.1,9.9,11.1,13.1,8.6,9.9,7.6,9.7,10.8,12,13.1,17,17.4,20,17,21.7,17.4,22.4,21.9,24.8,23.9,24.3,24.4,25.6,(NA)
Idaho,28,"        Apparel, leather, and allied product manufacturing",10.5,8.7,9.5,10.7,9.3,9.3,7.8,9,8.2,8.9,12,16.9,16.5,17.5,17.1,21.7,25.4,25.8,29.6,22.1,17.3,15.6,16.2,22,(NA)
Idaho,29,        Paper manufacturing,167.4,153.1,132.4,136.5,86,106.4,115.1,130.1,115,106.9,94.8,75.6,136.2,148.2,149.4,174.2,189.4,217.1,264.8,265.9,248.7,262,271.7,303.4,(NA)
Idaho,30,        Printing and related support activities,77,75.2,84.5,86,90,88.8,102.5,85,91.1,103.4,108.3,99.6,77.6,71.1,68.1,66.3,93.8,132.9,155.9,150.1,128.4,119.8,108.3,106.8,(NA)
Idaho,31,        Petroleum and coal products manufacturing,12.3,11.9,7.5,16,7.1,6.6,4.9,4.5,7.2,5.1,5,8,8.7,11.1,60.5,86.9,26.9,36.1,47.2,18.4,21.6,25.8,26.5,8.3,(NA)
Idaho,32,        Chemical manufacturing,207.4,218.3,948.6,853.1,693,254.3,237.3,246,281.6,261.4,362.6,541.3,378.1,335.5,426.8,473.9,432.1,236.5,313.2,333.6,417.6,441.4,418.3,423.8,(NA)
Idaho,33,        Plastics and rubber products manufacturing,52.1,50.6,55.1,70.9,59,92,84.9,92.4,101.7,123.7,117.1,106.8,128,130.5,140.2,147.3,166.1,181.1,217.2,210.9,202.2,195.6,250.3,254.5,(NA)
Idaho,34,    Wholesale trade,1718.9,1795.1,1891.8,2021.8,2003,2012.6,2133.4,2357.7,2604,2821.4,3041,3086.6,2924,3077,3188.6,3409.8,3749.2,3965.6,4211.6,4532.5,4732.8,5111.5,5512.8,5514.6,6439.1
Idaho,35,    Retail trade,2567,2837.4,2962.4,3064.5,3119.9,3287.7,3542.9,3730.5,4133.9,4524.3,4645.3,4786.1,4336,4337.8,4271.7,4486,4845.7,5020.2,5339.7,5593.2,5826.9,6162.2,6676.7,6973.3,8358.2
Idaho,36,    Transportation and warehousing,870.3,969.1,1003.4,1052.6,1028.5,1041.1,1099.5,1202.2,1320.9,1441.9,1450.9,1527.4,1420.9,1501.4,1558.6,1677.3,1701.2,1802.5,1939.6,1963.3,2098.9,2266.6,2348.7,2156.5,2592.1
Idaho,37,      Air transportation,61.4,62.4,62.7,65.6,53.2,55.4,67.4,86.1,101.1,91.2,109.3,99.2,102.1,114.1,130,138.1,130.8,137.7,176.8,207.6,251.1,285.7,270.1,93,(NA)
Idaho,38,      Rail transportation,178.9,184.6,180.1,182.6,169.7,161.7,175,200.2,231,262,263.5,315,255.8,278.2,278.3,329.3,340.5,361.8,364.7,332.2,349.3,365.5,345.7,306.1,(NA)
Idaho,39,      Water transportation,2.5,2.5,3.5,3.8,2.9,0.9,1,0.4,0.4,0.8,0.9,1.2,0.4,0.4,0.8,1.6,5.1,5.1,6.7,5.4,7,9,9.7,6,(NA)
Idaho,40,      Truck transportation,417.9,472.1,508.4,542.4,535.2,542,563,598.5,646.9,707.3,705.6,694.6,658.3,686.2,728.1,777.8,792.4,863.7,928.7,922.1,969.9,1018.6,1052.9,1043.8,(NA)
Idaho,41,      Transit and ground passenger transportation,31.1,34.7,36.7,39.9,42.7,45.6,49.8,51.7,52.4,59.5,64,71,74.7,77.1,76.1,81.1,78.5,86,90.5,90.3,78.1,82.4,92.2,70,(NA)
Idaho,42,      Pipeline transportation,5.9,12.6,10.2,7.1,8.8,7.3,8,9.1,10.2,11.4,12.9,15,15.1,17.7,15,19.6,17.5,12.2,11.1,12.9,11.8,18,14,13.3,(NA)
Idaho,43,      Other transportation and support activities,126.4,141.3,143.8,160.3,161.9,172.6,173.4,190.2,206.2,226.7,216.8,241,223.4,229.7,235.2,233.8,243.5,247.5,274.7,293.4,323.1,359,423.3,496.3,(NA)
Idaho,44,      Warehousing and storage,46.3,59,58.1,50.9,54.1,55.6,61.7,66,72.7,83,78,90.5,91.3,98,95.1,95.9,92.8,88.4,86.4,99.3,108.5,128.3,140.9,128.1,(NA)
Idaho,45,    Information,647.8,716,739.5,730,778.3,859.4,920.3,1176,1186.2,1233.4,1329.3,1483.2,1423.7,1414.7,1390.5,1357,1468.2,1419.2,1491.3,1517.7,1564.1,1556.5,1722.4,1594.8,1955.2
Idaho,46,      Publishing industries (except Internet),161.8,170.1,202.2,169.6,181.1,218.9,245.3,286.1,341.1,298.3,343,352.9,325.3,322.3,323.4,321.3,376.1,306.6,298.8,300,307.6,306,323,380.3,(NA)
Idaho,47,      Motion picture and sound recording industries,15.5,26.4,19.9,20.9,31.8,34,25.7,136.5,28.7,41.9,40.5,44,48.7,42.9,37.8,39.5,41.3,41.9,43.6,42.7,44.8,44.1,39.4,31,(NA)
Idaho,48,      Broadcasting (except Internet) and telecommunications,435.7,479.2,485.4,519.6,532.9,541.7,573.2,663.9,721.7,753.3,790.5,826.6,782,743.6,703.2,676.7,717.5,706.5,748.5,825.7,836.3,845.7,888.5,730.7,(NA)
Idaho,49,"      Data processing, hosting, and other information services",34.8,40.3,32.1,19.9,32.5,64.8,76.1,89.4,94.7,139.9,155.3,259.6,267.6,305.8,326.1,319.6,333.4,364.3,400.4,349.4,375.4,360.7,471.5,452.8,(NA)
Idaho,50,"    Finance, insurance, real estate, rental, and leasing",4509.2,4832.6,5268.7,5675.1,6074,6364.3,6757.3,7237.3,8473.6,9066.6,9849.1,10151.1,9898.4,9888.7,10035.7,10558.2,11248.4,11753.9,11776.3,12271.3,12904.4,14307.1,15063.4,15921,17126.3
Idaho,51,      Finance and insurance,1225.4,1333,1381,1497.2,1498.1,1619.4,1689.2,1902,2142.1,2436.6,2584.5,2319,2122.6,2092.1,2238.9,2404.3,2439.6,2749.6,2888.2,3023.8,3186.2,3587.9,3710.8,4253.1,4737.8
Idaho,52,"        Monetary Authorities- central bank, credit intermediation, and related services",655.8,702.9,712.7,749.4,733.9,813.1,825.6,984.3,1057.2,1280,1385.3,1211.7,979.7,897.9,990.2,1095.2,1198.4,1300.4,1368,1452.8,1479.8,1599.2,1693.4,1953.9,(NA)
Idaho,53,"        Securities, commodity contracts, and other financial investments and related activities",82.7,82.8,97.3,102.3,123.1,116.1,105.1,114.7,137.9,169.4,150.2,92.3,151.7,169.8,159.2,179.8,218.8,204.7,219.3,281.6,304.6,384.5,426.6,487.5,(NA)
Idaho,54,        Insurance carriers and related activities,470.8,505.1,521.5,606.1,607.4,652.9,707.4,751.8,868.2,881.3,942.6,882.6,874,892.1,922.1,910.4,919.3,1079.3,1223.4,1208.2,1325.9,1481.8,1475.1,1627.4,(NA)
Idaho,55,"        Funds, trusts, and other financial vehicles",16.1,42.2,49.4,39.5,33.6,37.3,51.1,51.2,78.7,105.9,106.4,132.3,117.3,132.3,167.4,218.9,103.2,165.3,77.5,81.2,75.9,122.3,115.8,184.4,(NA)
Idaho,56,      Real estate and rental and leasing,3283.8,3499.5,3887.8,4177.9,4575.9,4744.9,5068.2,5335.3,6331.6,6630,7264.6,7832.1,7775.8,7796.7,7796.9,8153.9,8808.8,9004.3,8888.1,9247.5,9718.2,10719.2,11352.6,11667.9,12388.5
Idaho,57,        Real estate,3032.3,3174.9,3504.7,3753.8,4074.8,4234.2,4600.2,4995.4,5934.9,6178.3,6806.8,7389.9,7392.2,7453,7486.1,7821.7,8453.3,8644.3,8513.4,8843.5,9277.7,10094,10665.7,11012,(NA)
Idaho,58,        Rental and leasing services and lessors of nonfinancial intangible assets,251.5,324.6,383.1,424.1,501.1,510.7,468,339.8,396.7,451.8,457.7,442.2,383.5,343.7,310.8,332.2,355.5,360,374.7,404,440.5,625.2,686.9,655.9,(NA)
Idaho,59,    Professional and business services,2662.7,2848.6,3144,3499.3,3941.7,4140.2,4301.5,4606.2,4858.6,5447.3,5527.3,5686.8,5558.9,5649.4,5730.6,5673.5,5827.8,6060.8,6336.4,6669.8,7363.3,8104.8,8892.2,9359.2,10429.5
Idaho,60,"      Professional, scientific, and technical services",1556.5,1709.7,1811.9,1966,2092.2,2225.6,2309.9,2439.5,2548.8,2808.2,2908,3138.1,3118.7,3229.3,3296.8,3164.4,3231.6,3401.7,3656.8,3706.9,3919,4296,4794.3,4980,5639.6
Idaho,61,        Legal services,181.3,199.3,214.5,223.5,245.6,259.5,274.6,292.8,306.1,332.1,353.4,399.7,379.3,368.7,386.4,359.3,356.4,362.6,374.4,384.3,386.5,416.2,461.5,531.1,(NA)
Idaho,62,        Computer systems design and related services,93.3,113.4,134.2,171.3,172.4,170,207.7,213.3,214.6,213.6,226.6,247.6,270.7,284.6,319.6,337.2,342.1,370.6,447.5,493.6,556,668.1,780.3,809.4,(NA)
Idaho,63,"        Miscellaneous professional, scientific, and technical services",1281.8,1397,1463.2,1571.3,1674.2,1796.1,1827.6,1933.4,2028,2262.4,2328,2490.8,2468.7,2576,2590.8,2468,2533,2668.4,2834.9,2829,2976.6,3211.7,3552.5,3639.6,(NA)
Idaho,64,      Management of companies and enterprises,519.8,515.8,556.2,610.3,725.6,684.8,681.5,741.4,736.2,934.2,902.5,782.6,741.5,678.5,698.4,721.3,659.5,590.1,588.2,589.2,686.8,862.1,972.3,1047,1044.5
Idaho,65,      Administrative and support and waste management and remediation services,586.4,623,775.9,923,1123.9,1229.8,1310.1,1425.4,1573.6,1704.9,1716.7,1766.1,1698.6,1741.5,1735.4,1787.8,1936.7,2069,2091.4,2373.7,2757.5,2946.7,3125.6,3332.2,3745.4
Idaho,66,        Administrative and support services,491.4,516,594.6,736.7,847.5,930,1046.8,1173,1342.8,1485.4,1559.3,1596.7,1505.7,1501.9,1538,1549.7,1674.7,1717,1755.9,1966.8,2243.4,2381,2533.9,2714.8,(NA)
Idaho,67,        Waste management and remediation services,95,107.1,181.3,186.3,276.4,299.8,263.3,252.4,230.8,219.5,157.4,169.4,192.9,239.6,197.5,238.1,262,352,335.5,406.8,514.1,565.7,591.8,617.4,(NA)
Idaho,68,"    Educational services, health care, and social assistance",1912.7,2010,2124.7,2293.8,2539.5,2766,2968.3,3212.2,3320.2,3620.2,3879,4258.1,4585.7,4796.7,5001.5,5110.1,5469.8,5668,6104.1,6455.6,6633.8,7094.1,7762.5,7431.6,8341.9
Idaho,69,      Educational services,144.6,148.3,166.3,185.1,213.1,235.8,273.3,301.1,310.5,331,353.6,384.6,429.5,459.8,479.8,498.3,509.1,521.1,558,566.6,586.3,643.7,723.7,684.5,733.5
Idaho,70,      Health care and social assistance,1768.2,1861.7,1958.5,2108.7,2326.4,2530.2,2694.9,2911.1,3009.7,3289.1,3525.4,3873.5,4156.2,4336.9,4521.7,4611.7,4960.6,5146.9,5546.1,5889,6047.4,6450.4,7038.8,6747.1,7608.5
Idaho,71,        Ambulatory health care services,1012.5,1021.3,1078.1,1146.5,1235.7,1327.7,1408.3,1500.4,1629.9,1762.7,1862.1,2010,2095.3,2139.3,2134.9,2054.8,2160.4,2225.4,2338.1,2498,2799.6,3005.4,3363.9,3254.7,(NA)
Idaho,72,        Hospitals,406.8,452,470.6,520.1,603.2,670,706.6,804.1,754,868.2,982.6,1138.2,1317.6,1418.7,1615.8,1779.7,1972.2,2077.2,2319.6,2456.4,2259.3,2408.4,2551.6,2368.3,(NA)
Idaho,73,        Nursing and residential care facilities,211.9,233,237.2,248.6,265.9,291.9,312.9,322.1,319.1,330.5,348.6,384.5,397.9,421.5,432.9,432.7,465.7,472.8,500.4,522.6,557,573.8,623.1,639.2,(NA)
Idaho,74,        Social assistance,137.1,155.3,172.6,193.4,221.6,240.5,267.1,284.5,306.7,327.7,332.2,340.8,345.4,357.5,338.1,344.6,362.4,371.5,387.9,412,431.6,462.8,500.2,484.9,(NA)
Idaho,75,"    Arts, entertainment, recreation, accommodation, and food services",879.5,934.5,1045.6,1145.2,1166.6,1265.5,1294.9,1339.2,1430.6,1571.4,1695.3,1721.4,1635.6,1729.4,1730.2,1841,1940,2081.2,2324.8,2651.4,2941.8,3211.7,3356.4,2729.9,3442.1
Idaho,76,"      Arts, entertainment, and recreation",166.4,165.4,205.2,233.7,238.9,274.2,253.8,259.4,274,309.2,352.2,347.7,328.1,371.4,353.8,375.4,390.8,414.3,429.5,504.5,564.7,644.2,677.9,548.3,686.5
Idaho,77,"        Performing arts, spectator sports, museums, and related activities",36.2,37,61.8,73.5,98.4,112.3,82.9,70.9,71,79.1,75.8,77.8,78,111.5,93.7,103.1,108.4,115.7,123.8,151.4,173,183.1,186.2,101.6,(NA)
Idaho,78,"        Amusement, gambling, and recreation industries",130.3,128.4,143.4,160.3,140.6,161.8,170.9,188.5,203,230.2,276.4,269.9,250.1,259.9,260,272.3,282.4,298.6,305.7,353.1,391.7,461.1,491.7,446.7,(NA)
Idaho,79,      Accommodation and food services,713.1,769.1,840.4,911.5,927.7,991.3,1041.1,1079.8,1156.6,1262.2,1343.1,1373.6,1307.6,1358,1376.5,1465.6,1549.2,1666.9,1895.2,2146.9,2377,2567.5,2678.5,2181.6,2755.5
Idaho,80,        Accommodation,215.4,231.3,256.1,277.5,266.9,281.3,289.2,309.1,328.5,358,385.6,393.7,330.1,348.1,373.7,410.3,402.5,434.3,515.7,622.2,714.2,752.7,662.2,518.3,(NA)
Idaho,81,        Food services and drinking places,497.7,537.8,584.3,634,660.8,710,751.9,770.7,828.1,904.2,957.5,979.9,977.5,1009.9,1002.7,1055.3,1146.7,1232.6,1379.5,1524.7,1662.8,1814.8,2016.3,1663.3,(NA)
Idaho,82,    Other services (except government and government enterprises),838.5,866.5,858.4,906.5,831.2,885.3,872.4,926.9,981.3,1059.2,1094.1,1089.8,1067,1068.2,1060,1090.4,1135.8,1208,1274.9,1346.4,1442.3,1559.3,1663.9,1584.5,1756.1
Idaho,83,  Government and government enterprises,4428.7,4658.4,4987,5317.7,5574.6,5856.2,6131.7,6537.3,6917.9,7293.9,7561.3,7866,8001.2,7993.1,7978.1,8191,8383.1,8517.5,8991.6,9262.1,9727.4,10236.6,10612,10930.9,11438.9
Idaho,84,    Federal civilian,927.6,955.4,981,1049.6,1077.9,1135.8,1206.1,1265.2,1282.2,1357.3,1402.7,1426.1,1476.6,1566.6,1595.7,1602.5,1574.6,1644.6,1765.2,1818.2,1906.7,2010.5,2061,2133.9,2176.5
Idaho,85,    Military,271.9,285.4,297.7,308.5,331.4,394.1,450.5,491.2,522.4,528.5,557.4,593.7,623.2,618.8,585.1,583.1,572.8,558.1,537.5,571.2,581.1,583.2,598.6,633.8,671.8
Idaho,86,    State and local,3229.3,3417.6,3708.3,3959.7,4165.3,4326.4,4475,4780.9,5113.2,5408.2,5601.3,5846.2,5901.4,5807.7,5797.4,6005.4,6235.6,6314.8,6688.9,6872.7,7239.6,7642.9,7952.4,8163.2,8590.6
Idaho,87,Natural resources and mining,1850.4,1973,1980.8,2001.6,2083.5,2117.6,1987.7,2750.2,2815.4,2840.7,3496.2,3859.5,3042,3830.8,4707.6,4158.7,4870.8,5412.6,4462.4,4469.2,3761.3,4133.1,4196,4456.7,5297.3
Idaho,88,Trade,4285.9,4632.5,4854.3,5086.3,5122.9,5300.4,5676.4,6088.2,6737.9,7345.7,7686.3,7872.7,7260,7414.8,7460.3,7895.9,8594.9,8985.7,9551.2,10125.7,10559.7,11273.6,12189.5,12487.8,14797.2
Idaho,89,Transportation and utilities,1398.4,1470.2,1555.4,1609.6,1604.9,1676.6,1680.5,1838.1,1922.3,2158.7,2174.3,2353.7,2397.3,2676,2767.9,2919,3021.4,3117.7,3243.7,3291.3,3473.9,3581.8,3708.3,3592.7,4134.8
Idaho,90,Manufacturing and information,4861.3,4838,6318.1,8366.7,6272.9,6126,6499,7224.5,8060.9,7020.1,6869.9,7883.8,7812.2,8104.1,8113,8360.2,8457.6,8665.8,8566.5,8846.9,9217.3,10139.1,10610,10719,12289
Idaho,91,Private goods-producing industries 2/,7933.4,8090.5,9662.2,11819.4,9855.3,9559.3,9887.4,11366.5,12814.2,12329.4,13138.4,13718.1,12236.5,12956.6,13786.3,13687.9,14746.4,15763.1,14805.5,15246,15077.9,16568.3,17449.5,18189.1,20894.8
Idaho,92,Private services-providing industries 3/,17134.8,18310.9,19590.7,20946,22059.1,23257.7,24471.5,26424.1,28910.8,31502.5,33234.8,34616.7,33826.4,34637.9,35176.7,36445.1,38706.3,40294.5,42102.8,44329.3,46883.2,50688.9,54358.6,54701.6,61983.1
